"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"St. Vincent and the Grenadines","VCT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","11100000","13700000","17700000","18900000","15700000","17800000","19100000","19200000","26666666.6666667","36614814.8148148","35355555.5555556","36622222.2222222","41092592.5925925","43796296.2962963","55911111.1111111","60637037.037037","60796296.2962963","72051851.8518519","95862962.962963","99885185.1851849","105848148.148148","125681481.481481","125522222.222223","131312592.592592","135243292.592592","131113618.148148","143320688.888889","155949618.518518","168842740.740741","158758303.703704","150827924.444444","136970704.074074","136187251.111111","137362588.518518","138293648.888889","138369274.444444","","","",
"Venezuela, RB","VEN","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","132000000","140000000","149000000","233000000","308000000","354000000","324000000","485000000","609000000","573000000","663000000","729000000","1004000000","1035000000","658000000","760000000","794000000","839000000","815000000","901000000","1124000000","1152000000","1221000000","1244000000","1467000000","1543000000","1463000000","1193000000","1290000000","1211000000","1061000000","1246000000","917000000","795000000","1028000000","1252000000","1445000000","1748000000","2028000000","1944000000","1617000000","1621000000","1806000000","1849000000","1562000000","1491000000","",
"British Virgin Islands","VGB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2243000000","2530000000","2616000000","2493000000","2702000000","2810000000","2948000000","3272000000","3867000000","4176000000","5100000000","6030000000","7006000000","5766000000","7460000000","8879000000","9620000000","10711000000","10970000000","11200000000","",
"Vanuatu","VUT","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","35516981.5243095","36581317.5744848","40256196.8767802","35897733.0826134","27951701.2201489","32415316.5279023","35490605.4554789","38711829.9871462","56493537.2328079","60101495.638203","65409104.7581845","64270553.0483761","69666184.2622312","75177631.2686394","85000636.3166554","80466655.7926261","107965145.224614","105564481.081295","118310905.162471","112203850.743113","90352860.7887116","107992134.876295","117765603.651893","134749228.613323","139990448.127928","176914763.328214","225182900.667009","240905613.931063","271095795.810874","278638281.85502","295086663.235729","338672230.047556","319947846.889802","277492850.096992","",
"West Bank and Gaza","PSE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265400000","266100000","259200000","441972247.669087","513374867.812467","304120062.80486","146857376.851145","111256012.496079","178033219.095635","215736667.921995","208026148.306804","163067060.225052","231112878.925911","275127685.372613","318233061.514397","517378387.235324","701369450.497782","653202238.979289","862670197.015594","716180224.014928","775565478.810865","",
"World","WLD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","190657521326.142","221573583765.196","268750538471.388","326568279641.327","388644182526.427","395993098110.743","392057198951.737","382896629172.543","394661063162.671","411874871504.218","484324622877.274","570348839869.682","637597879829.955","693108042115.088","842833213906.487","885887539465.345","998427492091.844","1004990776953.31","1096828468830.4","1248959324293.19","1340965430488.88","1437987803182.55","1463672548146.73","1542283390455.33","1645444229312.25","1644128453881.69","1760780836861.76","1945779591200.47","2377086061429.98","2632191464737.01","2973884182947.94","3558234436100.93","4011632598172.25","3573040927464.72","3853701369210.28","4400054403200.35","4513671326669.58","4811262392440.15","5169820268450.1","4883235201390.41","",
"Samoa","WSM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","2417064.47826972","3911274.73003437","3631265.1977098","7560045.25971751","6411465.21405607","7247382.14753884","8424078.66482507","7995464.40626574","9802815.39698981","12698142.9138451","15694604.0568745","25912829.1977165","29508521.6740143","33945902.7311277","26754210.0722238","33317002.1320665","32605266.9153124","39652278.6023584","52943227.7040583","61827501.6224659","58705815.1642689","57757153.1937388","42712747.3157676","","","","","93921252.8159866","129233434.602157","138213048.659713","167370833.917266","168356888.221118","162054584.805446","171830966.733598","181335421.181291","195865912.497463","206197418.505677","196257013.982324","","",
"Yemen, Rep.","YEM","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285425592.656882","467790000","578090000","1048940000","1084550000","1470740000","1110634000","1412278808.05266","1551383727.01118","1506905202.05462","262405370.147007","",
"South Africa","ZAF","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","244999902.098039","251999899.30084","263199894.825322","296799881.398767","303799878.601568","319199872.447731","370999851.748459","418599832.727507","457799817.063193","494199802.517759","573999770.629692","691997680.800045","735955638.747939","982867257.373898","1240249787.58682","1479952837.00308","1276499998.89","1414499998.77","1670949998.547","2024360387.68092","2483116310.46718","2607778957.57294","2321223337.66698","2287983815.07213","2121405740.17818","1730778986.98726","1868122129.37801","2288918143.05649","2355672814.33537","2823566302.87841","3317478095.89841","3052249723.47937","3212175980.43971","3121751154.15192","3556859856.22594","4414444663.39088","4847899399.12514","5210350779.45016","5212938759.58848","5040629388.38271","4888097169.47709","4727833272.55651","4988050521.78416","8479844418.50067","9960925961.49485","11569926816.9819","12757230753.6944","14518832009.0044","13587879654.1998","12836131016.0918","15676318088.2905","16950064199.3469","17202832008.958","16400626054.7151","16457716046.1354","14665348452.9791","",
"Congo, Dem. Rep.","COD","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130900000","218800000","253300000","450800000","522200000","290800000","326168682.507064","224711744.817623","166735429.439174","233661295.341575","113339245.765902","",
"Zambia","ZMB","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","102700000","104200000","126000000","128400000","96900000","78700000","62500000","57300000","38300000","40300000","52100000","77800000","94500000","68700000","","","","","","111900000","102400000","106600000","114250000","143200000","114400000","141600000","160700000","483467860.362124","562284083.571158","671525767.107646","618541333.646143","528549368.3844","570852569.65278","665404101.722232","990095738.478017","758019428.957016","850866423.608197","861512074.073592","",
"Zimbabwe","ZWE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","64381390.5914282","69055040.3752883","87142175.7311692","144431071.695482","121941015.379525","153727219.343077","123415524.993248","115034337.46991","271008355.773328","139170515.094782","151821281.408211","181442575.819182","225879622.684161","253123421.466648","258981901.61167","276357290.348768","344530359.093017","353097490.941455","","","","","","","","","","","","","","","221526674.913595","263126873.373145","316111851.043883","313179217.172119","324956646.017557","332981956.884259","340688113.64665","",
